cpsnj01_SemiBin_0	20
cpsnj01_SemiBin_10	20
cpsnj01_SemiBin_110	12
cpsnj01_SemiBin_112	17
cpsnj01_SemiBin_115	16
cpsnj01_SemiBin_118	18
cpsnj01_SemiBin_11	20
cpsnj01_SemiBin_1216	13
cpsnj01_SemiBin_1234	9
cpsnj01_SemiBin_123	14
cpsnj01_SemiBin_124	18
cpsnj01_SemiBin_1263	12
cpsnj01_SemiBin_127	14
cpsnj01_SemiBin_12	17
cpsnj01_SemiBin_146	14
cpsnj01_SemiBin_14	19
cpsnj01_SemiBin_156	16
cpsnj01_SemiBin_15	16
cpsnj01_SemiBin_16	17
cpsnj01_SemiBin_17	19
cpsnj01_SemiBin_18	16
cpsnj01_SemiBin_19	20
cpsnj01_SemiBin_1	20
cpsnj01_SemiBin_208	19
cpsnj01_SemiBin_20	14
cpsnj01_SemiBin_21	19
cpsnj01_SemiBin_22	20
cpsnj01_SemiBin_23	18
cpsnj01_SemiBin_24	18
cpsnj01_SemiBin_25	16
cpsnj01_SemiBin_26	18
cpsnj01_SemiBin_275	12
cpsnj01_SemiBin_286	17
cpsnj01_SemiBin_28	17
cpsnj01_SemiBin_29	20
cpsnj01_SemiBin_2	18
cpsnj01_SemiBin_30	18
cpsnj01_SemiBin_32	14
cpsnj01_SemiBin_34	14
cpsnj01_SemiBin_35	18
cpsnj01_SemiBin_37	18
cpsnj01_SemiBin_38	20
cpsnj01_SemiBin_399	15
cpsnj01_SemiBin_39	18
cpsnj01_SemiBin_409	19
cpsnj01_SemiBin_40	13
cpsnj01_SemiBin_42	15
cpsnj01_SemiBin_43	18
cpsnj01_SemiBin_45	17
cpsnj01_SemiBin_47	18
cpsnj01_SemiBin_48	18
cpsnj01_SemiBin_49	19
cpsnj01_SemiBin_4	20
cpsnj01_SemiBin_51	15
cpsnj01_SemiBin_52	16
cpsnj01_SemiBin_54	10
cpsnj01_SemiBin_56	11
cpsnj01_SemiBin_57	19
cpsnj01_SemiBin_59	17
cpsnj01_SemiBin_5	20
cpsnj01_SemiBin_61	13
cpsnj01_SemiBin_62	20
cpsnj01_SemiBin_63	17
cpsnj01_SemiBin_64	19
cpsnj01_SemiBin_65	16
cpsnj01_SemiBin_66	16
cpsnj01_SemiBin_6	20
cpsnj01_SemiBin_71	17
cpsnj01_SemiBin_73	19
cpsnj01_SemiBin_77	18
cpsnj01_SemiBin_7	20
cpsnj01_SemiBin_82	11
cpsnj01_SemiBin_83	19
cpsnj01_SemiBin_85	15
cpsnj01_SemiBin_87	18
cpsnj01_SemiBin_8	19
cpsnj01_SemiBin_90	16
cpsnj01_SemiBin_92	14
cpsnj01_SemiBin_95	14
cpsnj01_SemiBin_9	20
cpsnj02_SemiBin_0	20
