tmp_mag_cpsnj01_contig_11054_polypolish_142@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_11054_polypolish_142@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	8.97e-133	366
tmp_mag_cpsnj01_contig_16897_polypolish_64@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_16897_polypolish_64@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	3.25e-130	359
tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.79e-130	359
tmp_mag_cpsnj01_contig_17221_polypolish_248@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_17221_polypolish_248@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.22e-136	376
tmp_mag_cpsnj01_contig_3893_polypolish_47@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_3893_polypolish_47@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	7.38e-137	376
tmp_mag_cpsnj01_contig_2547_polypolish_211@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_2547_polypolish_211@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.78e-137	377
tmp_mag_cpsnj02_contig_1561_polypolish_457@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_11054_polypolish_142@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	8.97e-133	366
tmp_mag_cpsnj02_contig_16847_polypolish_42@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj02_contig_16847_polypolish_42@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.48e-129	357
tmp_mag_cpsnj02_contig_44409_polypolish_183@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	98.2	2.00e-119	332
tmp_mag_cpsnj03_contig_9557_polypolish_810@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.79e-130	359
tmp_mag_cpsnj03_contig_43385_polypolish_177@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj03_contig_43385_polypolish_177@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.68e-127	352
tmp_mag_cpsnj03_contig_35226_polypolish_282@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_11054_polypolish_142@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	8.97e-133	366
tmp_mag_cpsnj04_contig_87035_polypolish_21@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_11054_polypolish_142@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	8.97e-133	366
tmp_mag_cpsnj04_contig_8858_polypolish_112@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj04_contig_8858_polypolish_112@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.97e-130	360
tmp_mag_cpsnj04_contig_880_polypolish_386@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj04_contig_880_polypolish_386@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.83e-124	344
tmp_mag_cpsnj08_contig_11895_polypolish_284@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.79e-130	359
tmp_mag_cpsnj08_contig_65674_polypolish_91@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj08_contig_65674_polypolish_91@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	6.08e-135	371
tmp_mag_cpsnj08_contig_13354_polypolish_48@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj08_contig_13354_polypolish_48@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.38e-133	367
tmp_mag_cpsnj09_contig_386_polypolish_1099@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj09_contig_386_polypolish_1099@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	5.65e-134	369
tmp_mag_cpsnj09_contig_844_polypolish_177@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj04_contig_8858_polypolish_112@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	99.4	3.97e-130	359
tmp_mag_cpsnj09_contig_21839_polypolish_131@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.79e-130	359
tmp_mag_cpsnj09_contig_38813_polypolish_118@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj09_contig_38813_polypolish_118@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.67e-129	357
tmp_mag_cpsnj10_contig_16422_polypolish_5@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj10_contig_16422_polypolish_5@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	4.82e-131	361
tmp_mag_cpsnj10_contig_21748_polypolish_172@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj10_contig_21748_polypolish_172@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	3.68e-130	359
tmp_mag_cpsnj10_contig_22743_polypolish_172@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj10_contig_22743_polypolish_172@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.33e-128	355
tmp_mag_cpsnj10_contig_25992_polypolish_96@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj10_contig_25992_polypolish_96@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	4.11e-128	354
tmp_mag_cpsnj11_contig_6627_polypolish_279@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj03_contig_43385_polypolish_177@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	98.9	1.38e-126	350
tmp_mag_cpsnj11_contig_32087_polypolish_43@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_32087_polypolish_43@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.10e-131	363
tmp_mag_cpsnj11_contig_7002_polypolish_30@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_7002_polypolish_30@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.88e-129	357
tmp_mag_cpsnj11_contig_15769_polypolish_446@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_15769_polypolish_446@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	5.43e-127	351
tmp_mag_cpsnj11_contig_6625_polypolish_117@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_6625_polypolish_117@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.04e-128	355
tmp_mag_cpsnj11_contig_17374_polypolish_121@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_17374_polypolish_121@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	7.15e-132	363
tmp_mag_cpsnj11_contig_25061_polypolish_757@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	97.1	1.43e-125	347
tmp_mag_cpsnj11_contig_1008_polypolish_2083@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_1008_polypolish_2083@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	3.98e-129	356
tmp_mag_cpsnj13_contig_41257_polypolish_101@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_sample28_contig_2012_polypolish_89@@@mags.faa.gz_block_0002.faa.gz-aac2p.fasta	98.9	5.57e-136	374
tmp_mag_cpsnj14_contig_50081_polypolish_214@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj01_contig_19119_polypolish_795@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	98.2	2.32e-115	321
tmp_mag_cpsnj14_contig_2691_polypolish_501@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_sample26_contig_22329_polypolish_324@@@mags.faa.gz_block_0002.faa.gz-aac2p.fasta	97.1	1.51e-126	350
tmp_mag_cpsnj14_contig_31790_polypolish_285@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_15769_polypolish_446@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	99.4	3.15e-126	349
tmp_mag_cpsnj14_contig_11942_polypolish_102@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj14_contig_11942_polypolish_102@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	4.73e-123	340
tmp_mag_cpsnj14_contig_2335_polypolish_424@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj14_contig_2335_polypolish_424@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	1.05e-130	360
tmp_mag_cpsnj14_contig_6948_polypolish_204@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj11_contig_1008_polypolish_2083@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	98.9	3.82e-127	351
tmp_mag_cpsnj14_contig_3818_polypolish_405@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	tmp_mag_cpsnj14_contig_3818_polypolish_405@@@mags.faa.gz_block_0000.faa.gz-aac2p.fasta	100	2.67e-129	357
